Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2004-05-31,76.12117004394531,76.52542375714788,75.37329836135636,75.77081305623553,152246700
2004-06-07,77.04422760009766,77.42826946110357,76.41763244368111,76.42437146309966,122938900
2004-06-14,76.55911254882812,77.11159385168378,76.0470602176503,76.68712820180515,158913600
2004-06-21,76.9805908203125,77.72443413091175,76.18941765445291,76.91973372715236,166308000
2004-06-28,76.33143615722656,77.62301417053092,76.12857398512557,77.44043254059642,213823000
2004-07-05,75.55376434326172,76.12178442251872,75.19536482567857,75.98654302054194,141242000
2004-07-12,74.86402893066406,76.00007438717464,74.68145249976479,75.41176338249132,195807400
2004-07-19,73.68065643310547,75.77692960155318,73.49807998245365,74.89108634848814,264601300
2004-07-26,74.95191192626953,74.99248846645189,73.17346254863158,73.83615767424685,260618700
2004-08-02,72.25382995605469,75.30357195049714,72.09830283929716,74.51239881100155,245476100
2004-08-09,72.48372650146484,73.30871234714796,72.07799203634801,72.36876565148012,237930700
2004-08-16,74.70848846435547,74.80991693054608,72.42287072246195,72.44992003315562,214351400
2004-08-23,75.36441802978516,75.48613735339408,74.28247135277736,74.75582657086926,154282000
2004-08-30,75.81747436523438,76.29082434185763,74.45151273133101,75.20887785305602,196847200
2004-09-06,76.4531478881836,76.59515294221033,75.75664469785386,76.10151706285025,132517300
2004-09-13,76.51399230957031,76.91295805991291,76.19616933739701,76.62218440017232,168336700
2004-09-20,75.6849136352539,77.04976954173911,75.3386058301987,76.50654181540169,206162100
2004-09-27,77.17201232910156,77.17201232910156,74.9719494014108,75.44047810730315,220704700
2004-10-04,76.39790344238281,77.87140186415421,76.28925581909455,77.47756200063995,203552200
2004-10-11,75.54911041259766,76.77815681539475,75.08057662120932,76.58123689119681,243760800
2004-10-18,74.68669891357422,76.2077337265752,74.52373274811018,75.29782850981559,258476200
2004-10-25,76.86646270751953,77.1652386100404,74.25218910227954,74.52380308815253,275457800
2004-11-01,79.63687896728516,79.88133092271762,76.86642692611954,77.110878881552,288528600
2004-11-08,80.66223907470703,80.80483522107164,79.25664256842182,79.43319239846578,217234200
2004-11-15,79.73194122314453,80.89987716567045,79.5418130800549,80.46529707272174,215951400
2004-11-22,80.60162353515625,81.03068493815125,79.70264491377496,79.79799073756104,124741500
2004-11-29,81.21458435058594,81.82071374683393,80.00913746028345,80.90130439715116,274275700
2004-12-06,81.26905822753906,81.48018040346443,80.17938784153323,81.18733100010428,237724200
2004-12-13,81.34394836425781,82.56982522041785,81.15325675525224,81.56188237397225,249144600
2004-12-20,82.63826751708984,82.98724237955226,81.5434500491211,81.94032301266648,137428400
2004-12-27,82.70671081542969,83.24727816696218,82.3782629133015,82.93251320135911,125743300
2005-01-03,81.0439224243164,83.31567007857028,80.74284573575859,83.17881466536208,294245300
2005-01-10,80.90707397460938,81.74187379527807,80.40072195340895,80.97549907685257,289953500
2005-01-17,79.90805053710938,81.85135575132081,79.81909842883405,80.77706549383966,246980300
2005-01-24,80.35282135009766,80.57178480273731,79.62750589207268,80.1201697451365,300499700
2005-01-31,82.26878356933594,82.40563381627985,80.54444122302978,80.70866256346294,253704500
2005-02-07,82.63826751708984,82.82302106448232,81.59819222764492,82.28245379768805,238946500
2005-02-14,82.37825775146484,83.11041749148556,82.04297101233439,82.58353832999484,237655100
2005-02-21,83.08989715576172,83.25411849948317,81.13975238499945,82.04297760622104,278453700
2005-02-28,83.97943878173828,84.04786390604384,82.1387731810554,82.89830406800249,298301500
2005-03-07,82.37825775146484,84.33524644357665,82.2208804990269,83.9315345851035,284193500
2005-03-14,81.11236572265625,83.11040821936383,80.84550413264058,82.52878693908612,296465300
2005-03-21,80.4692153930664,81.6988548840675,80.201305669212,81.54772524681516,276466500
2005-03-28,80.66844177246094,81.740080807576,79.85784153689777,80.66157081323406,339758600
2005-04-04,81.06005096435547,81.92560890823715,80.19449302047379,80.62040364959225,282210800
2005-04-11,78.4152603149414,81.78817850945738,78.38091075499645,81.25922987695128,421835900
2005-04-18,79.3907470703125,80.02961026316954,78.00311149883167,78.39467247245321,448499200
2005-04-25,79.51437377929688,80.21505969143864,78.29160498220224,79.589938614264,385517300
2005-05-02,80.43489837646484,81.06002481231128,79.35638808648372,79.73421233243572,387404500
2005-05-09,79.49378967285156,81.11499076313919,78.86179744877559,80.5173428663016,390365200
2005-05-16,81.82940673828125,82.0286226745136,79.45256266617584,79.4800360275115,296337300
2005-05-23,82.60567474365234,82.60567474365234,81.6302077425673,81.89124665748892,217163100
2005-05-30,82.53694152832031,83.06589006846733,82.02172966514854,82.48885529739786,213692100
2005-06-06,82.5713119506836,83.2926108836045,82.04923420444389,82.39957460865554,242547500
2005-06-13,83.36817932128906,83.73913262495527,82.30340565848745,82.39271243443048,234529800
2005-06-20,82.06314086914062,84.10471773069861,81.96657493030867,83.51155628134894,247967400
2005-06-27,82.44242858886719,83.04248832315734,81.90444653985604,82.05618614591737,243700800
2005-07-04,83.67704772949219,83.67704772949219,81.56650072646988,82.24932382824304,271672600
2005-07-11,84.72541046142578,85.1392476880233,83.67013711035175,83.68393449105642,262456400
2005-07-18,85.20823669433594,85.33928552774913,84.18055262675252,84.49092534970373,338959100
2005-07-25,85.34620666503906,85.96695757462835,84.73235444949015,85.11860238332444,253480800
2005-08-01,84.75300598144531,86.03588884585092,84.60816504671038,85.40824479533293,226853900
2005-08-08,84.877197265625,85.87039874219764,84.40818604192813,84.93927498899171,280996800
2005-08-15,84.47023010253906,85.43584167971038,84.0357019986241,84.98752145507801,263656400
2005-08-22,83.29080963134766,84.99442339272119,83.23563062205103,84.54610315096606,301773100
2005-08-29,84.33229064941406,84.93924926221989,83.0287167373256,83.04941281362055,355516700
2005-09-05,85.93936157226562,86.0359222328935,84.59440575483352,84.60130444835303,181163600
2005-09-12,85.1806640625,85.9876375117524,84.7461411118628,85.83589783503942,297720700
2005-09-19,84.11636352539062,85.61942965812153,83.42370573689976,85.52245799049757,376270000
2005-09-26,85.22462463378906,85.22462463378906,83.82545278237365,84.51811064973094,309618600
2005-10-03,82.84882354736328,85.43243492004443,81.85139433937853,85.16922678329784,434426400
2005-10-10,82.19770050048828,82.91806525226866,80.95784239464548,82.89728636363571,416521100
2005-10-17,81.82368469238281,82.9873503018801,81.12410394244768,82.28776955194495,488216200
2005-10-24,82.98043823242188,83.4930037204221,81.68516574949741,82.03842284203347,367703800
2005-10-31,84.58043670654297,84.9614005758009,83.2089720617736,83.3197998363065,362129900
2005-11-07,85.72332763671875,85.77873624240384,84.331084030542,84.76053375309786,260500100
2005-11-14,86.67227172851562,86.77617145916405,85.0999407911768,85.74411277972527,293972400
2005-11-21,88.05758666992188,88.25153529836656,86.56837658599429,86.6861271469873,182584700
2005-11-28,87.86365509033203,88.15457014511077,86.78311043854787,88.1407193120758,274412200
2005-12-05,87.50347137451172,88.48011623874467,86.91471323257723,87.75975140836167,297378200
2005-12-12,87.5242691040039,88.72256453669246,87.24720483505858,87.76669835762056,303534400
2005-12-19,88.26675415039062,88.34335084230183,87.37545298550444,88.24586510942828,207368300
2005-12-26,86.70001983642578,88.46869806293334,86.59556930999365,88.40602562204427,152698300
2006-01-02,89.43658447265625,89.53407020140439,86.61644718545637,87.17351304622323,235349700
2006-01-09,89.60368347167969,90.13290074204455,89.26944825497017,89.42264160953411,223453000
2006-01-16,87.71666717529297,89.75690842223288,87.71666717529297,89.26947967937606,323622400
2006-01-23,89.5062255859375,89.58979238495623,87.62613729782974,87.88378122993473,344839100
2006-01-30,87.925537109375,89.6942149480808,87.83501617302123,89.43657639362263,339874900
2006-02-06,88.18318176269531,89.19982767270966,87.3197345301215,88.04391796512878,302674200
2006-02-13,89.6941909790039,89.97272912236599,87.70268841082591,88.15530359678853,330104900
2006-02-20,90.11202239990234,90.27913471551763,89.32516649672294,89.903121380236,168983600
2006-02-27,89.65938568115234,90.57158628267337,89.2207053061509,90.10503615148647,292939800
2006-03-06,89.5410385131836,89.95187050881476,88.55921634455231,89.92402199434342,302756000
2006-03-13,90.9545669555664,91.54645135263357,89.49924067354492,89.7151011447835,281568500
2006-03-20,91.02965545654297,91.57495164327881,90.49833356466657,91.3302628070304,274160300
2006-03-27,90.76398468017578,91.56794391094456,90.21868855249967,90.90380228543128,309605900
2006-04-03,90.561279296875,91.86160385683031,90.42845944818303,90.931811578966,305128300
2006-04-10,89.98099517822266,90.93875694967439,89.65940509397652,90.70106596028332,208381400
2006-04-17,91.68678283691406,92.1831475675024,89.49861133637903,90.06487953088488,402316600
2006-04-24,91.91053009033203,92.10627692223947,90.59622078975146,91.50505146212308,384501600
2006-05-01,92.64453125,92.840277966135,91.10651676576953,91.91047573079574,280384700
2006-05-08,90.35149383544922,92.81931068310213,90.31653677702595,92.63753824625968,296612300
2006-05-15,88.85545349121094,90.88284101127957,87.94662828131838,90.03692679744131,503172100
2006-05-22,89.75029754638672,89.75029754638672,87.21955824690589,88.28218595991498,513231900
2006-05-29,90.18374633789062,90.48435370533099,88.12140698534934,89.46367541819724,324770400
2006-06-05,87.63201141357422,90.08584907618354,86.59734843737546,90.07886193021001,625132500
2006-06-12,87.14263153076172,88.33808935917742,85.52771032364711,88.00251972295797,673381600
2006-06-19,87.38035583496094,88.26510966168367,86.75540837566628,88.05445628462908,364980400
2006-06-26,89.37458801269531,89.64142318059213,86.825644642779,87.45059223505001,334910500
2006-07-03,88.90412139892578,89.88718139995879,88.6794212047932,89.4799159812202,225294200
2006-07-10,86.73434448242188,89.47990482709147,86.24983793010189,89.13583386962013,422814400
2006-07-17,87.03630828857422,88.68645641879986,85.94089536576563,86.73436686020058,551315100
2006-07-24,89.86612701416016,89.9784744389185,87.3803779630543,87.3803779630543,442284600
2006-07-31,90.02057647705078,90.88426545593647,88.897075787258,89.64139934703074,339577600
2006-08-07,89.18498229980469,90.30146504363495,88.6723822260161,89.80992977226828,331993700
2006-08-14,91.76904296875,91.76904296875,89.12178856819284,89.62034190259925,327000800
2006-08-21,91.1511459350586,91.6497048042348,90.7157922144773,91.4109524180438,269304600
2006-08-28,92.28160095214844,92.39395367093844,91.03170642060826,91.03872444757826,250856300
2006-09-04,91.48113250732422,92.58357378311543,90.82810223405787,92.3448215093871,237509600
2006-09-11,92.66084289550781,93.00490856554224,90.91940687935508,91.18624206391343,335779100
2006-09-18,92.72278594970703,93.63964837902846,92.39130483478563,92.94846903720189,386346600
2006-09-25,94.21089172363281,94.50005784197239,92.42654198722003,92.90612512446174,355258100
2006-10-02,95.21945190429688,95.50156918502833,93.55499761383984,94.18269376616576,331175500
